survey_concept_id,version_id,question_concept_id,is_main,order
1333342,2,1332868,1,81
1333342,2,1332869,1,82
1333342,2,1332998,1,83
1333342,2,1333286,1,84
1333342,2,1332870,0,85
1333342,2,715712,0,86
1333342,2,1333288,1,87
1333342,2,1332871,0,88
1333342,2,715715,0,89
1333342,2,1333289,1,90
1333342,2,1332872,0,91
1333342,2,715716,0,92
1333342,2,1333287,1,93
1333342,2,715717,0,94
1333342,2,715718,0,95
1333342,2,1333216,1,96
1333342,2,1333186,1,97
1333342,2,1333221,1,98
1333342,2,1333182,1,99
1333342,2,1333183,1,100
1333342,2,1333164,1,101
1333342,2,1333120,1,102
1333342,2,1333166,1,103
1333342,2,1333011,1,104
1333342,2,1332849,0,105
1333342,2,715719,0,106
1333342,2,715713,0,107
1333342,2,715721,0,108
1333342,2,1332767,1,109
1333342,2,1333299,1,110
1333342,2,1332756,0,111
1333342,2,715722,0,112
1333342,2,715720,0,113
1333342,2,715723,0,114
1333342,2,1332876,1,115
1333342,2,1332793,0,116
1333342,2,1332853,0,117
1333342,2,1333017,1,118
1333342,2,1333013,0,119
1333342,2,1332800,0,120
1333342,2,1332801,0,121
1333342,2,1332751,0,122
1333342,2,1332802,0,123
1333342,2,1332803,0,124
1333342,2,1332753,0,125
1333342,2,1332804,0,126
1333342,2,1332805,0,127
1333342,2,1332755,0,128
1333342,2,1332806,0,129
1333342,2,1332807,0,130
1333342,2,1333004,0,131
1333342,2,1332808,0,132
1333342,2,1332747,0,133
1333342,2,1332797,0,134
1333342,2,1332819,0,135
1333342,2,1332820,0,136
1333342,2,1332746,0,137
1333342,2,1332822,0,138
1333342,2,1332752,0,139
1333342,2,1332824,0,140
1333342,2,1332826,0,141
1333342,2,1332754,0,142
1333342,2,1332828,0,143
1333342,2,1332829,0,144
1333342,2,1332796,0,145
1333342,2,1332830,0,146
1333342,2,1332831,0,147
1333342,2,1332795,0,148
1333342,2,1332832,0,149
1333342,2,1333018,0,150
1333342,2,1333019,0,151
1333342,2,715724,0,152
1333342,2,1333020,0,153
1333342,2,1333021,0,154
1333342,2,1333022,0,155
1333342,2,1333024,1,156
1333342,2,1332739,1,157
1333342,2,1332848,1,158
1333342,2,1332741,1,159
1333342,2,1333328,1,160
1333342,2,1333311,1,161
1333342,2,1333312,1,162
1333342,2,1333313,1,163
1333342,2,1333314,1,164
1333342,2,1332935,1,165
1333342,2,1332937,1,166
1333342,2,1333298,1,167
1333342,2,1333293,1,168
1333342,2,1332880,1,169
1333342,2,715725,0,170
1333342,3,1333102,1,1
1333342,3,1332748,1,2
1333342,3,1333105,1,3
1333342,3,1332734,1,4
1333342,3,1332735,1,5
1333342,3,1332738,1,6
1333342,3,1332762,1,7
1333342,3,1333301,1,8
1333342,3,1333119,1,9
1333342,3,1333300,1,10
1333342,3,1333325,1,11
1333342,3,715711,0,12
1333342,3,1333235,0,13
1333342,3,1332763,1,14
1333342,3,1333156,1,15
1333342,3,1333327,1,16
1333342,3,1333118,0,17
1333342,3,1333326,0,18
1333342,3,1333014,0,19
1333342,3,1333324,1,20
1333342,3,1333012,0,21
1333342,3,1333234,0,22
1333342,3,1333303,1,23
1333342,3,1333292,1,24
1333342,3,1332866,1,25
1333342,3,1333295,1,26
1333342,3,1333296,1,27
1333342,3,1332867,1,28
1333342,3,1333291,1,29
1333342,3,1333294,1,30
1333342,3,1332847,1,31
1333342,3,1333104,1,32
1333342,3,1333297,1,33
1333342,3,1332769,0,34
1333342,3,702686,0,35
1333342,3,1332835,1,36
1333342,3,1332749,1,37
1333342,3,1332750,1,38
1333342,3,1333015,1,39
1333342,3,1333023,0,40
1333342,3,1333016,1,41
1333342,3,715714,0,42
1333342,3,1332843,1,43
1333342,3,1332874,1,44
1333342,3,1332737,0,45
1333342,3,715726,0,46
1333342,3,1332744,1,47
1333342,3,1332745,1,48
1333342,3,1332833,1,49
1333342,3,1332792,1,50
1333342,3,1333200,1,51
1333342,3,1333168,1,52
1333342,3,1333185,1,53
1333342,3,1333188,1,54
1333342,3,1333190,1,55
1333342,3,1333191,1,56
1333342,3,1333193,1,57
1333342,3,1333194,1,58
1333342,3,1333163,1,59
1333342,3,1333165,1,60
1333342,3,1333195,1,61
1333342,3,1333167,1,62
1333342,3,1333184,1,63
1333342,3,1333187,1,64
1333342,3,1333189,1,65
1333342,3,1333121,1,66
1333342,3,1333192,1,67
1333342,3,1333281,1,68
1333342,3,1333274,1,69
1333342,3,1333275,1,70
1333342,3,1333276,1,71
1333342,3,1333277,1,72
1333342,3,1333278,1,73
1333342,3,1333279,1,74
1333342,3,1333285,1,75
1333342,3,1333280,1,76
1333342,3,1332878,1,77
1333342,3,1332794,1,78
1333342,3,1332854,1,79
1333342,3,1332861,1,80
1333342,3,1332862,1,81
1333342,3,1332863,1,82
1333342,3,1332944,1,83
1333342,3,1332868,1,84
1333342,3,1332869,1,85
1333342,3,1332998,1,86
1333342,3,1333286,1,87
1333342,3,903633,0,88
1333342,3,903631,0,89
1333342,3,1333288,1,90
1333342,3,903634,0,91
1333342,3,903629,0,92
1333342,3,1333289,1,93
1333342,3,903635,0,94
1333342,3,903630,0,95
1333342,3,1333287,1,96
1333342,3,903641,0,97
1333342,3,903642,0,98
1333342,3,1333216,1,99
1333342,3,1333186,1,100
1333342,3,1333221,1,101
1333342,3,1333182,1,102
1333342,3,1333183,1,103
1333342,3,1333164,1,104
1333342,3,1333120,1,105
1333342,3,1333166,1,106
1333342,3,1333011,1,107
1333342,3,1332849,0,108
1333342,3,715719,0,109
1333342,3,715713,0,110
1333342,3,715721,0,111
1333342,3,1332767,1,112
1333342,3,1333299,1,113
1333342,3,1332756,0,114
1333342,3,715722,0,115
1333342,3,715720,0,116
1333342,3,715723,0,117
1333342,3,1332876,1,118
1333342,3,1332793,0,119
1333342,3,1332853,0,120
1333342,3,1333017,1,121
1333342,3,1333013,0,122
1333342,3,1332800,0,123
1333342,3,1332801,0,124
1333342,3,1332751,0,125
1333342,3,1332802,0,126
1333342,3,1332803,0,127
1333342,3,1332753,0,128
1333342,3,1332804,0,129
1333342,3,1332805,0,130
1333342,3,1332755,0,131
1333342,3,1332806,0,132
1333342,3,1332807,0,133
1333342,3,1333004,0,134
1333342,3,1332808,0,135
1333342,3,1332747,0,136
1333342,3,1332797,0,137
1333342,3,1332819,0,138
1333342,3,1332820,0,139
1333342,3,1332746,0,140
1333342,3,1332822,0,141
1333342,3,1332752,0,142
1333342,3,1332824,0,143
1333342,3,1332826,0,144
1333342,3,1332754,0,145
1333342,3,1332828,0,146
1333342,3,1332829,0,147
1333342,3,1332796,0,148
1333342,3,1332830,0,149
1333342,3,1332831,0,150
1333342,3,1332795,0,151
1333342,3,1332832,0,152
1333342,3,1333018,0,153
1333342,3,1333019,0,154
1333342,3,715724,0,155
1333342,3,1333020,0,156
1333342,3,1333021,0,157
1333342,3,1333022,0,158
1333342,3,1333024,1,159
1333342,3,1332739,1,160
1333342,3,1332848,1,161
1333342,3,1332741,1,162
1333342,3,1333328,1,163
1333342,3,1333311,1,164
1333342,3,1333312,1,165
1333342,3,1333313,1,166
1333342,3,1333314,1,167
1333342,3,1332935,1,168
1333342,3,1332937,1,169
1333342,3,1333298,1,170
1333342,3,1333293,1,171
1333342,3,1332880,1,172
1333342,3,715725,0,173
1333342,4,1333102,1,1
1333342,4,1332748,1,2
1333342,4,1333105,0,3
1333342,4,1310052,0,4
1333342,4,1332735,0,5
1333342,4,1310051,0,6
1333342,4,1332734,0,7
1333342,4,1310060,0,8
1333342,4,1310134,0,9
1333342,4,1310067,0,10
1333342,4,1310058,0,11
1333342,4,1310062,0,12
1333342,4,1332738,0,13
1333342,4,1310056,0,14
1333342,4,1332762,0,15
1333342,4,1310053,0,16
1333342,4,1333301,1,17
1333342,4,1333119,1,18
1333342,4,1333300,1,19
1333342,4,1333325,1,20
1333342,4,715711,0,21
1333342,4,1333235,0,22
1333342,4,1310148,0,23
1333342,4,1310065,0,24
1333342,4,1333324,0,25
1333342,4,1333012,0,26
1333342,4,1333234,0,27
1333342,4,1332763,1,28
1333342,4,1333297,1,29
1333342,4,1332769,0,30
1333342,4,702686,0,31
1333342,4,1333156,1,32
1333342,4,713888,0,33
1333342,4,1333327,1,34
1333342,4,1310145,0,35
1333342,4,1310054,0,36
1333342,4,1333118,0,37
1333342,4,1333326,0,38
1333342,4,1333014,0,39
1333342,4,1310144,0,40
1333342,4,705047,1,41
1333342,4,1310142,0,42
1333342,4,1310132,1,43
1333342,4,1310137,0,44
1333342,4,1310146,0,45
1333342,4,1310140,1,46
1333342,4,1310136,0,47
1333342,4,1310138,0,48
1333342,4,1310139,0,49
1333342,4,1332843,1,50
1333342,4,1333291,1,51
1333342,4,1333015,0,52
1333342,4,1333023,0,53
1333342,4,1333016,1,54
1333342,4,715714,0,55
1333342,4,1333294,1,56
1333342,4,1332847,1,57
1333342,4,1333104,1,58
1333342,4,1333195,1,59
1333342,4,1333167,1,60
1333342,4,1333281,1,61
1333342,4,1333274,1,62
1333342,4,1333280,1,63
1333342,4,1310133,1,64
1333342,4,1332792,1,65
1333342,4,1310135,0,66
1333342,4,1310141,0,67
1333342,4,1310147,0,68
1333342,4,1332874,1,69
1333342,4,1332737,0,70
1333342,4,715726,0,71
1333342,5,1333102,1,1
1333342,5,1332748,1,2
1333342,5,1333105,0,3
1333342,5,1310052,0,4
1333342,5,1332735,0,5
1333342,5,1310051,0,6
1333342,5,1332734,0,7
1333342,5,1310060,0,8
1333342,5,1310134,0,9
1333342,5,1310067,0,10
1333342,5,1310058,0,11
1333342,5,1310062,0,12
1333342,5,1332738,0,13
1333342,5,1310056,0,14
1333342,5,1332762,0,15
1333342,5,1310053,0,16
1333342,5,1333301,1,17
1333342,5,1333119,1,18
1333342,5,1333300,1,19
1333342,5,1333325,1,20
1333342,5,715711,0,21
1333342,5,1333235,0,22
1333342,5,1310148,0,23
1333342,5,1310065,0,24
1333342,5,1333324,0,25
1333342,5,1333012,0,26
1333342,5,1333234,0,27
1333342,5,1332763,1,28
1333342,5,1333297,1,29
1333342,5,1332769,0,30
1333342,5,702686,0,31
1333342,5,1333156,1,32
1333342,5,713888,0,33
1333342,5,1333327,1,34
1333342,5,1310145,0,35
1333342,5,1310054,0,36
1333342,5,1333118,0,37
1333342,5,1333326,0,38
1333342,5,1333014,0,39
1333342,5,1310144,0,40
1333342,5,705047,1,41
1333342,5,1310142,0,42
1333342,5,1310132,1,43
1333342,5,1310137,0,44
1333342,5,1310146,0,45
1333342,5,1310140,1,46
1333342,5,1310136,0,47
1333342,5,1310138,0,48
1333342,5,1310139,0,49
1333342,5,1332843,1,50
1333342,5,1333291,1,51
1333342,5,1333015,0,52
1333342,5,1333023,0,53
1333342,5,1333016,1,54
1333342,5,715714,0,55
1333342,5,1333294,1,56
1333342,5,1332847,1,57
1333342,5,1333104,1,58
1333342,5,1333167,1,59
1333342,5,1333195,1,60
1333342,5,1333281,1,61
1333342,5,1333274,1,62
1333342,5,1333280,1,63
1333342,5,1310133,1,64
1333342,5,1332792,1,65
1333342,5,1310135,0,66
1333342,5,1310141,0,67
1333342,5,1310147,0,68
1333342,5,1332874,1,69
1333342,5,1332737,0,70
1333342,5,715726,0,71
1333342,6,1333102,1,1
1333342,6,1332748,1,2
1333342,6,1333105,0,3
1333342,6,1310052,0,4
1333342,6,1332735,0,5
1333342,6,1310051,0,6
1333342,6,1332734,0,7
1333342,6,1310060,0,8
1333342,6,1310134,0,9
1333342,6,1310067,0,10
1333342,6,1310058,0,11
1333342,6,1310062,0,12
1333342,6,1332738,0,13
1333342,6,1310056,0,14
1333342,6,1332762,0,15
1333342,6,1310053,0,16
1333342,6,1333301,1,17
1333342,6,1333119,1,18
1333342,6,1333300,1,19
1333342,6,1333325,1,20
1333342,6,715711,0,21
1333342,6,1333235,0,22
1333342,6,1310148,0,23
1333342,6,1310065,0,24
1333342,6,1333324,0,25
1333342,6,1333012,0,26
1333342,6,1333234,0,27
1333342,6,1332763,1,28
1333342,6,1333297,1,29
1333342,6,1332769,0,30
1333342,6,702686,0,31
1333342,6,1333156,1,32
1333342,6,713888,0,33
1333342,6,1333327,1,34
1333342,6,1333118,0,35
1333342,6,1333326,0,36
1333342,6,1333014,0,37
1333342,6,1310144,0,38
1333342,6,1310145,0,39
1333342,6,1310054,0,40
1333342,6,705047,1,41
1333342,6,1310142,0,42
1333342,6,596884,1,43
1333342,6,596885,0,44
1333342,6,596886,0,45
1333342,6,596887,0,46
1333342,6,596888,0,47
1333342,6,596889,0,48
1333342,6,1310132,1,49
1333342,6,1310137,0,50
1333342,6,1310146,0,51
1333342,6,1310140,1,52
1333342,6,1310136,0,53
1333342,6,1310138,0,54
1333342,6,1310139,0,55
1333342,6,1332843,1,56
1333342,6,1333291,1,57
1333342,6,1333015,1,58
1333342,6,1333023,0,59
1333342,6,1333016,1,60
1333342,6,715714,0,61
1333342,6,1333294,1,62
1333342,6,1332847,1,63
1333342,6,1333104,1,64
1333342,6,1333195,1,65
1333342,6,1333167,1,66
1333342,6,1333281,1,67
1333342,6,1333274,1,68
1333342,6,1333280,1,69
1333342,6,1310133,1,70
1333342,6,1332792,1,71
1333342,6,1310135,0,72
1333342,6,1310141,0,73
1333342,6,1310147,0,74
1333342,6,1332874,1,75
1333342,6,1332737,0,76
1333342,6,715726,0,77
