"concept_id_1","concept_id_2","relationship_id"
4058725,43529712,"Has Module"
4058727,43529712,"Has Module"
4058728,43529712,"Has Module"
4058729,43529712,"Has Module"
4058730,43529712,"Has Module"
4058736,43529712,"Has Module"
4058852,43529712,"Has Module"
4058858,1585710,"Has Module"
4058861,1585710,"Has Module"
4058885,43529712,"Has Module"
4059182,43529712,"Has Module"
4059183,43529712,"Has Module"
4059185,43529712,"Has Module"
4059190,43529712,"Has Module"
4059192,43529712,"Has Module"
4059193,43529712,"Has Module"
4059197,43529712,"Has Module"
4059314,43529712,"Has Module"
4059315,43529712,"Has Module"
4059317,43529712,"Has Module"
4059320,43529712,"Has Module"
4059321,43529712,"Has Module"
4059322,43529712,"Has Module"
4059325,43529712,"Has Module"
4059326,43529712,"Has Module"
4059328,43529712,"Has Module"
4059329,43529712,"Has Module"
4059331,43529712,"Has Module"
4059333,43529712,"Has Module"
4059338,43529712,"Has Module"
4059343,43529712,"Has Module"
4059356,1585710,"Has Module"
4059464,1585710,"Has Module"
4059465,1585710,"Has Module"
4059484,43529712,"Has Module"
4059796,43529712,"Has Module"
4059797,43529712,"Has Module"
4059799,43529712,"Has Module"
4059802,43529712,"Has Module"
4059803,43529712,"Has Module"
4059805,43529712,"Has Module"
4059907,43529712,"Has Module"
4059908,43529712,"Has Module"
4059910,43529712,"Has Module"
4059911,43529712,"Has Module"
4059913,43529712,"Has Module"
4059935,43529712,"Has Module"
4060064,43529712,"Has Module"
4060066,43529712,"Has Module"
4060067,43529712,"Has Module"
4060084,43529712,"Has Module"
4060088,1585710,"Has Module"
4060091,43529712,"Has Module"
4060188,43529712,"Has Module"
4060189,43529712,"Has Module"
4060195,43529712,"Has Module"
4060203,43529712,"Has Module"
4076796,43529712,"Has Module"
4077060,43529712,"Has Module"
4077068,43529712,"Has Module"
4077220,43529712,"Has Module"
4077222,43529712,"Has Module"
4077223,43529712,"Has Module"
4077224,43529712,"Has Module"
4077225,43529712,"Has Module"
4077226,43529712,"Has Module"
4077228,43529712,"Has Module"
4077351,43529712,"Has Module"
4077352,43529712,"Has Module"
4077353,43529712,"Has Module"
4077354,43529712,"Has Module"
4077355,43529712,"Has Module"
4077982,43529712,"Has Module"
4077984,43529712,"Has Module"
4078106,43529712,"Has Module"
4078107,43529712,"Has Module"
4078300,43529712,"Has Module"
4083519,43528698,"Has Module"
4105261,43528698,"Has Module"
4114014,43528698,"Has Module"
4116981,43528698,"Has Module"
4124794,43528698,"Has Module"
4129498,43529712,"Has Module"
4134749,43529712,"Has Module"
4136458,43528698,"Has Module"
4141052,43529712,"Has Module"
4141776,43528698,"Has Module"
4141780,43528698,"Has Module"
4143049,43529712,"Has Module"
4143050,43529712,"Has Module"
4143052,43529712,"Has Module"
4143053,43529712,"Has Module"
4143056,43529712,"Has Module"
4143274,43529712,"Has Module"
4144262,43528698,"Has Module"
4144266,43528698,"Has Module"
4144289,43529712,"Has Module"
4144290,43529712,"Has Module"
4144291,43529712,"Has Module"
4144292,43529712,"Has Module"
4145794,43528698,"Has Module"
4145796,43528698,"Has Module"
4147177,43529712,"Has Module"
4147178,43529712,"Has Module"
4147180,43529712,"Has Module"
4148403,43528698,"Has Module"
4148404,43528698,"Has Module"
4148406,43528698,"Has Module"
4148407,43528698,"Has Module"
4148410,43528698,"Has Module"
4148412,43528698,"Has Module"
4149298,43528698,"Has Module"
4150392,43529712,"Has Module"
4152363,43529712,"Has Module"
4152408,43529712,"Has Module"
4155607,43529712,"Has Module"
4156043,43529712,"Has Module"
4160225,43529712,"Has Module"
4160230,43529712,"Has Module"
4160695,43528698,"Has Module"
4163874,43529712,"Has Module"
4166439,43528698,"Has Module"
4166443,43528698,"Has Module"
4169009,43528698,"Has Module"
4169010,43528698,"Has Module"
4169828,43528698,"Has Module"
4170573,43529712,"Has Module"
4171594,43528698,"Has Module"
4173496,43528698,"Has Module"
4173498,43528698,"Has Module"
4173502,43528698,"Has Module"
4175587,43528698,"Has Module"
4175646,43529712,"Has Module"
4175836,43529712,"Has Module"
4175851,43529712,"Has Module"
4175993,43529712,"Has Module"
4175994,43528698,"Has Module"
4176765,43528698,"Has Module"
4177063,43529712,"Has Module"
4177213,43529712,"Has Module"
4177215,43529712,"Has Module"
4177681,43529712,"Has Module"
4177700,43529712,"Has Module"
4178537,43528698,"Has Module"
4178540,43528698,"Has Module"
4178769,43529712,"Has Module"
4178782,43529712,"Has Module"
4179069,43529712,"Has Module"
4179214,43528698,"Has Module"
4179221,43529712,"Has Module"
4179232,43528698,"Has Module"
4179235,43528698,"Has Module"
4179237,43529712,"Has Module"
4179242,43529712,"Has Module"
4179370,43529712,"Has Module"
4179814,43529712,"Has Module"
4179963,43528698,"Has Module"
4180113,43529712,"Has Module"
4180595,43528698,"Has Module"
4180749,43529712,"Has Module"
4181164,43529712,"Has Module"
4181612,43529712,"Has Module"
4182335,43528698,"Has Module"
4182566,43529712,"Has Module"
4185909,43529712,"Has Module"
4187205,43529712,"Has Module"
4190633,43529712,"Has Module"
4190634,43529712,"Has Module"
4192270,43529712,"Has Module"
4193155,43529712,"Has Module"
4193573,43529712,"Has Module"
4194288,43529712,"Has Module"
4195970,43528698,"Has Module"
4195979,43529712,"Has Module"
4197467,43529712,"Has Module"
4197468,43529712,"Has Module"
4197758,43529712,"Has Module"
4198772,43528698,"Has Module"
4199851,43528698,"Has Module"
4208970,43529712,"Has Module"
4209112,43528698,"Has Module"
4212564,43529712,"Has Module"
4213085,43528698,"Has Module"
4214956,43529712,"Has Module"
4215667,43528698,"Has Module"
4215695,43528698,"Has Module"
4216132,43529712,"Has Module"
4216175,43528698,"Has Module"
4232398,43528698,"Has Module"
4232914,43529712,"Has Module"
4235947,43529712,"Has Module"
4236282,43528698,"Has Module"
4250120,43529712,"Has Module"
4292070,43529712,"Has Module"
4294884,43528698,"Has Module"
4295015,43528698,"Has Module"
4307028,43528698,"Has Module"
4307182,43529712,"Has Module"
4308506,43529712,"Has Module"
4322730,43529712,"Has Module"
4323045,43529712,"Has Module"
4323077,43529712,"Has Module"
4323345,43529712,"Has Module"
4323762,43528698,"Has Module"
4323775,43528698,"Has Module"
4324181,43529712,"Has Module"
4324190,43529712,"Has Module"
4324191,43529712,"Has Module"
4324202,43528698,"Has Module"
4324321,43529712,"Has Module"
4324464,43528698,"Has Module"
4324467,43528698,"Has Module"
4325190,43528698,"Has Module"
4325372,43528698,"Has Module"
4325700,43528698,"Has Module"
4325851,43529712,"Has Module"
4325868,43529712,"Has Module"
4326002,43528698,"Has Module"
4326023,43529712,"Has Module"
4326025,43528698,"Has Module"
4326027,43528698,"Has Module"
4326336,43528698,"Has Module"
4326672,43528698,"Has Module"
4326678,43528698,"Has Module"
4326679,43528698,"Has Module"
4326681,43528698,"Has Module"
4327107,43529712,"Has Module"
4327415,43528698,"Has Module"
4327585,43528698,"Has Module"
4327586,43528698,"Has Module"
4327723,43528698,"Has Module"
4327885,43529712,"Has Module"
4328583,43528698,"Has Module"
4328801,43528698,"Has Module"
4329256,43529712,"Has Module"
4329788,43528698,"Has Module"
4329789,43528698,"Has Module"
4329790,43528698,"Has Module"
4330220,43528698,"Has Module"
4331069,43528698,"Has Module"
4331070,43528698,"Has Module"
4331077,43529712,"Has Module"
4332372,43528698,"Has Module"
4332641,43528698,"Has Module"
4333345,43529712,"Has Module"
4333596,43528698,"Has Module"
4333615,43528698,"Has Module"
4334197,43528698,"Has Module"
4334198,43528698,"Has Module"
4334339,43528698,"Has Module"
4334340,43528698,"Has Module"
4334466,43528698,"Has Module"
4334494,43528698,"Has Module"
4335251,43529712,"Has Module"
4352878,43529712,"Has Module"
36687219,43529712,"Has Module"
36712856,43529712,"Has Module"
36713088,43529712,"Has Module"
36713465,43529712,"Has Module"
36717022,43529712,"Has Module"
36717284,43529712,"Has Module"
37016102,43529712,"Has Module"
37016105,43529712,"Has Module"
37016142,43529712,"Has Module"
37016223,43529712,"Has Module"
37016265,43529712,"Has Module"
37017385,43529712,"Has Module"
37018675,43529712,"Has Module"
37108679,43529712,"Has Module"
37108893,43529712,"Has Module"
37109028,43529712,"Has Module"
37109030,43529712,"Has Module"
37109036,43529712,"Has Module"
37109076,43529712,"Has Module"
37110752,43528698,"Has Module"
37117072,43528698,"Has Module"
37119239,43528698,"Has Module"
37395582,43529712,"Has Module"
40479205,43529712,"Has Module"
40479206,43529712,"Has Module"
40481767,43529712,"Has Module"
40483126,43529712,"Has Module"
40483697,43528698,"Has Module"
40483717,43529712,"Has Module"
40764338,1585710,"Has Module"
40764339,1585710,"Has Module"
40764340,1585710,"Has Module"
40764341,1585710,"Has Module"
40764342,1585710,"Has Module"
40764343,1585710,"Has Module"
40764344,1585710,"Has Module"
40764345,1585710,"Has Module"
40764346,1585710,"Has Module"
40764347,1585710,"Has Module"
40766219,1586134,"Has Module"
40766229,1586134,"Has Module"
40766240,1586134,"Has Module"
40766241,1586134,"Has Module"
40766306,1585855,"Has Module"
40766307,1585855,"Has Module"
40766333,1585855,"Has Module"
40766357,1585855,"Has Module"
40766643,1585855,"Has Module"
40766645,1585855,"Has Module"
40766929,1585855,"Has Module"
40766930,1585855,"Has Module"
40767339,1585710,"Has Module"
40767407,1585710,"Has Module"
40769140,1586134,"Has Module"
40770349,1585855,"Has Module"
40771032,1585710,"Has Module"
40771091,1586134,"Has Module"
40771092,1586134,"Has Module"
40771103,1585855,"Has Module"
40771104,1585855,"Has Module"
42535021,43529712,"Has Module"
42535500,43528698,"Has Module"
42536906,43529712,"Has Module"
42536976,43529712,"Has Module"
42538114,43529712,"Has Module"
42539240,43529712,"Has Module"
42539646,43529712,"Has Module"
43021164,43529712,"Has Module"
43021169,43529712,"Has Module"
43021172,43529712,"Has Module"
43021266,43529712,"Has Module"
43021268,43529712,"Has Module"
43021269,43529712,"Has Module"
43021272,43529712,"Has Module"
43021273,43529712,"Has Module"
43021367,43529712,"Has Module"
43021369,43529712,"Has Module"
43021371,43529712,"Has Module"
43021373,43529712,"Has Module"
43021794,43529712,"Has Module"
43021962,43529712,"Has Module"
43021964,43529712,"Has Module"
43021968,43529712,"Has Module"
43528428,1586134,"Has Module"
43528428,43528895,"Has Module"
43528486,43528698,"Has Module"
43528487,43528698,"Has Module"
43528489,43528698,"Has Module"
43528490,43528698,"Has Module"
43528509,43528698,"Has Module"
43528510,43528698,"Has Module"
43528511,43528698,"Has Module"
43528512,43528698,"Has Module"
43528513,43528698,"Has Module"
43528514,43528698,"Has Module"
43528558,43528698,"Has Module"
43528559,43528698,"Has Module"
43528560,43528698,"Has Module"
43528561,43528698,"Has Module"
43528562,43528698,"Has Module"
43528628,43528698,"Has Module"
43528629,43528698,"Has Module"
43528630,43528698,"Has Module"
43528631,43528698,"Has Module"
43528633,43528698,"Has Module"
43528649,43528698,"Has Module"
43528650,43528698,"Has Module"
43528651,43528698,"Has Module"
43528652,43528698,"Has Module"
43528660,43528895,"Has Module"
43528661,43528895,"Has Module"
43528662,43528895,"Has Module"
43528663,43528895,"Has Module"
43528664,43528895,"Has Module"
43528665,43528895,"Has Module"
43528666,43528895,"Has Module"
43528674,43528698,"Has Module"
43528675,43528698,"Has Module"
43528676,43528698,"Has Module"
43528677,43528698,"Has Module"
43528718,43528895,"Has Module"
43528757,43529712,"Has Module"
43528758,43529712,"Has Module"
43528759,43529712,"Has Module"
43528760,43529712,"Has Module"
43528762,43528698,"Has Module"
43528763,43528698,"Has Module"
43528764,43528698,"Has Module"
43528765,43528698,"Has Module"
43528766,43529712,"Has Module"
43528767,43529712,"Has Module"
43528768,43529712,"Has Module"
43528769,43529712,"Has Module"
43528770,43529712,"Has Module"
43528771,43529712,"Has Module"
43528772,43529712,"Has Module"
43528773,43529712,"Has Module"
43528774,43529712,"Has Module"
43528775,43529712,"Has Module"
43528776,43529712,"Has Module"
43528777,43529712,"Has Module"
43528778,43529712,"Has Module"
43528779,43529712,"Has Module"
43528780,43529712,"Has Module"
43528781,43529712,"Has Module"
43528782,43529712,"Has Module"
43528783,43529712,"Has Module"
43528784,43529712,"Has Module"
43528785,43529712,"Has Module"
43528786,43529712,"Has Module"
43528787,43529712,"Has Module"
43528788,43529712,"Has Module"
43528789,43529712,"Has Module"
43528790,43529712,"Has Module"
43528791,43529712,"Has Module"
43528792,43529712,"Has Module"
43528793,43529712,"Has Module"
43528795,43529712,"Has Module"
43528796,43529712,"Has Module"
43528797,43529712,"Has Module"
43528798,43529712,"Has Module"
43528799,43529712,"Has Module"
43528800,43529712,"Has Module"
43528801,43529712,"Has Module"
43528802,43529712,"Has Module"
43528804,43529712,"Has Module"
43528805,43529712,"Has Module"
43528806,43529712,"Has Module"
43528807,43529712,"Has Module"
43528808,43529712,"Has Module"
43528809,43529712,"Has Module"
43528810,43529712,"Has Module"
43528811,43529712,"Has Module"
43528812,43529712,"Has Module"
43528813,43529712,"Has Module"
43528814,43529712,"Has Module"
43528815,43529712,"Has Module"
43528816,43529712,"Has Module"
43528817,43529712,"Has Module"
43528819,43529712,"Has Module"
43528820,43529712,"Has Module"
43528821,43529712,"Has Module"
43528822,43529712,"Has Module"
43528823,43529712,"Has Module"
43528824,43529712,"Has Module"
43528825,43529712,"Has Module"
43528826,43529712,"Has Module"
43528827,43529712,"Has Module"
43528828,43529712,"Has Module"
43528829,43529712,"Has Module"
43528830,43529712,"Has Module"
43528831,43529712,"Has Module"
43528832,43529712,"Has Module"
43528833,43529712,"Has Module"
43528834,43529712,"Has Module"
43528835,43529712,"Has Module"
43528836,43529712,"Has Module"
43528837,43529712,"Has Module"
43528838,43529712,"Has Module"
43528839,43529712,"Has Module"
43528841,43529712,"Has Module"
43528842,43529712,"Has Module"
43528843,43529712,"Has Module"
43528844,43529712,"Has Module"
43528845,43529712,"Has Module"
43528846,43529712,"Has Module"
43528847,43529712,"Has Module"
43528848,43529712,"Has Module"
43528850,43529712,"Has Module"
43528851,43529712,"Has Module"
43528852,43529712,"Has Module"
43528853,43529712,"Has Module"
43528854,43529712,"Has Module"
43528855,43529712,"Has Module"
43528856,43529712,"Has Module"
43528857,43529712,"Has Module"
43528858,43529712,"Has Module"
43528859,43529712,"Has Module"
43528860,43529712,"Has Module"
43528862,43529712,"Has Module"
43528863,43529712,"Has Module"
43528864,43529712,"Has Module"
43528865,43529712,"Has Module"
43528866,43529712,"Has Module"
43528867,43529712,"Has Module"
43528868,43529712,"Has Module"
43528869,43529712,"Has Module"
43528870,43529712,"Has Module"
43528871,43529712,"Has Module"
43528872,43529712,"Has Module"
43528873,43529712,"Has Module"
43528875,43529712,"Has Module"
43528877,43529712,"Has Module"
43528878,43529712,"Has Module"
43528879,43529712,"Has Module"
43528880,43529712,"Has Module"
43528881,43529712,"Has Module"
43528882,43529712,"Has Module"
43528883,43529712,"Has Module"
43528917,43528698,"Has Module"
43528944,43528698,"Has Module"
43529097,43528698,"Has Module"
43529098,43528698,"Has Module"
43529099,43528698,"Has Module"
43529100,43528698,"Has Module"
43529102,43528698,"Has Module"
43529152,43528698,"Has Module"
43529153,43528698,"Has Module"
43529154,43528698,"Has Module"
43529155,43528698,"Has Module"
43529156,43528698,"Has Module"
43529157,43528698,"Has Module"
43529191,43528698,"Has Module"
43529213,43528698,"Has Module"
43529214,43528698,"Has Module"
43529215,43528698,"Has Module"
43529216,43528698,"Has Module"
43529218,43528698,"Has Module"
43529268,43528698,"Has Module"
43529269,43528698,"Has Module"
43529270,43528698,"Has Module"
43529271,43528698,"Has Module"
43529632,43528698,"Has Module"
43529633,43528698,"Has Module"
43529634,43528698,"Has Module"
43529635,43528698,"Has Module"
43529636,43528698,"Has Module"
43529637,43528698,"Has Module"
43529639,43528698,"Has Module"
43529640,43528698,"Has Module"
43529641,43528698,"Has Module"
43529642,43528698,"Has Module"
43529643,43528698,"Has Module"
43529644,43528698,"Has Module"
43529654,1586134,"Has Module"
43529654,43528895,"Has Module"
43529655,43528698,"Has Module"
43529656,43528698,"Has Module"
43529657,43528698,"Has Module"
43529658,43528698,"Has Module"
43529659,43528698,"Has Module"
43529660,43528698,"Has Module"
43529729,1586134,"Has Module"
43529730,1586134,"Has Module"
