"concept_id_1","concept_id_2","relationship_id"
43529731,1586134,"Has Module"
43529762,43528698,"Has Module"
43529763,43528698,"Has Module"
43529764,43528698,"Has Module"
43529765,43528698,"Has Module"
43529766,43528698,"Has Module"
43529811,43528698,"Has Module"
43529812,43528698,"Has Module"
43529813,43528698,"Has Module"
43529814,43528698,"Has Module"
43529899,43528895,"Has Module"
43529901,43528895,"Has Module"
43529902,43528895,"Has Module"
43529903,43528895,"Has Module"
43529904,43528895,"Has Module"
43529905,43528895,"Has Module"
43529906,43528895,"Has Module"
43529960,43528698,"Has Module"
43529961,43528698,"Has Module"
43529962,43528698,"Has Module"
43529963,43528698,"Has Module"
43529964,43528698,"Has Module"
43529965,43528698,"Has Module"
43529973,43528895,"Has Module"
43529974,43528895,"Has Module"
43529975,43528895,"Has Module"
43529976,43528895,"Has Module"
43529977,43528895,"Has Module"
43529978,43528895,"Has Module"
43530268,43528895,"Has Module"
43530282,43529712,"Has Module"
43530283,43529712,"Has Module"
43530284,43529712,"Has Module"
43530285,43529712,"Has Module"
43530286,43529712,"Has Module"
43530287,43529712,"Has Module"
43530288,43529712,"Has Module"
43530289,43529712,"Has Module"
43530290,43529712,"Has Module"
43530291,43529712,"Has Module"
43530292,43529712,"Has Module"
43530293,43529712,"Has Module"
43530294,43529712,"Has Module"
43530295,43529712,"Has Module"
43530296,43529712,"Has Module"
43530297,43529712,"Has Module"
43530298,43529712,"Has Module"
43530299,43529712,"Has Module"
43530300,43529712,"Has Module"
43530301,43529712,"Has Module"
43530302,43529712,"Has Module"
43530303,43529712,"Has Module"
43530304,43529712,"Has Module"
43530305,43529712,"Has Module"
43530306,43529712,"Has Module"
43530307,43529712,"Has Module"
43530308,43529712,"Has Module"
43530309,43529712,"Has Module"
43530310,43529712,"Has Module"
43530311,43529712,"Has Module"
43530312,43529712,"Has Module"
43530313,43529712,"Has Module"
43530314,43529712,"Has Module"
43530315,43529712,"Has Module"
43530316,43529712,"Has Module"
43530317,43529712,"Has Module"
43530318,43529712,"Has Module"
43530319,43529712,"Has Module"
43530320,43529712,"Has Module"
43530321,43529712,"Has Module"
43530322,43529712,"Has Module"
43530323,43529712,"Has Module"
43530324,43529712,"Has Module"
43530325,43529712,"Has Module"
43530326,43529712,"Has Module"
43530327,43529712,"Has Module"
43530328,43529712,"Has Module"
43530329,43529712,"Has Module"
43530330,43529712,"Has Module"
43530331,43529712,"Has Module"
43530332,43529712,"Has Module"
43530334,43529712,"Has Module"
43530335,43529712,"Has Module"
43530336,43529712,"Has Module"
43530337,43529712,"Has Module"
43530338,43529712,"Has Module"
43530339,43529712,"Has Module"
43530340,43529712,"Has Module"
43530341,43529712,"Has Module"
43530342,43529712,"Has Module"
43530343,43529712,"Has Module"
43530344,43529712,"Has Module"
43530345,43529712,"Has Module"
43530346,43529712,"Has Module"
43530347,43529712,"Has Module"
43530348,43529712,"Has Module"
43530349,43529712,"Has Module"
43530350,43529712,"Has Module"
43530351,43529712,"Has Module"
43530352,43529712,"Has Module"
43530353,43529712,"Has Module"
43530354,43529712,"Has Module"
43530356,43529712,"Has Module"
43530357,43529712,"Has Module"
43530358,43529712,"Has Module"
43530359,43529712,"Has Module"
43530360,43529712,"Has Module"
43530361,43529712,"Has Module"
43530362,43529712,"Has Module"
43530363,43529712,"Has Module"
43530365,43529712,"Has Module"
43530366,43529712,"Has Module"
43530367,43529712,"Has Module"
43530368,43529712,"Has Module"
43530369,43529712,"Has Module"
43530370,43529712,"Has Module"
43530371,43529712,"Has Module"
43530372,43529712,"Has Module"
43530373,43529712,"Has Module"
43530374,43529712,"Has Module"
43530375,43529712,"Has Module"
43530377,43529712,"Has Module"
43530378,43529712,"Has Module"
43530379,43529712,"Has Module"
43530380,43529712,"Has Module"
43530381,43529712,"Has Module"
43530382,43529712,"Has Module"
43530383,43529712,"Has Module"
43530384,43529712,"Has Module"
43530385,43529712,"Has Module"
43530386,43529712,"Has Module"
43530387,43529712,"Has Module"
43530388,43529712,"Has Module"
43530390,43529712,"Has Module"
43530392,43529712,"Has Module"
43530393,43529712,"Has Module"
43530394,43529712,"Has Module"
43530395,43529712,"Has Module"
43530396,43529712,"Has Module"
43530397,43529712,"Has Module"
43530398,43529712,"Has Module"
43530399,43528895,"Has Module"
43530400,43528895,"Has Module"
43530401,43528895,"Has Module"
43530402,43528895,"Has Module"
43530403,43528895,"Has Module"
43530404,43528895,"Has Module"
43530405,43528895,"Has Module"
43530406,43528895,"Has Module"
43530407,43528895,"Has Module"
43530408,43528895,"Has Module"
43530409,43528895,"Has Module"
43530410,43528895,"Has Module"
43530411,43528895,"Has Module"
43530412,43528895,"Has Module"
43530413,43528895,"Has Module"
43530414,43529712,"Has Module"
43530415,43528895,"Has Module"
43530416,43528895,"Has Module"
43530417,43528895,"Has Module"
43530418,43528895,"Has Module"
43530437,43528895,"Has Module"
43530438,43528895,"Has Module"
43530439,43528895,"Has Module"
43530440,43529712,"Has Module"
43530441,43529712,"Has Module"
43530442,43529712,"Has Module"
43530443,43529712,"Has Module"
43530444,43529712,"Has Module"
43530445,43529712,"Has Module"
43530446,43529712,"Has Module"
43530447,43529712,"Has Module"
43530448,43529712,"Has Module"
43530449,43529712,"Has Module"
43530450,43529712,"Has Module"
43530451,43529712,"Has Module"
43530452,43529712,"Has Module"
43530453,43529712,"Has Module"
43530454,43529712,"Has Module"
43530455,43529712,"Has Module"
43530456,43529712,"Has Module"
43530457,43529712,"Has Module"
43530458,43529712,"Has Module"
43530459,43529712,"Has Module"
43530461,43529712,"Has Module"
43530462,43529712,"Has Module"
43530463,43529712,"Has Module"
43530464,43529712,"Has Module"
43530465,43529712,"Has Module"
43530466,43529712,"Has Module"
43530467,43529712,"Has Module"
43530468,43529712,"Has Module"
43530469,43529712,"Has Module"
43530470,43529712,"Has Module"
43530471,43529712,"Has Module"
43530472,43529712,"Has Module"
43530473,43529712,"Has Module"
43530474,43529712,"Has Module"
43530475,43529712,"Has Module"
43530476,43529712,"Has Module"
43530477,43529712,"Has Module"
43530478,43529712,"Has Module"
43530479,43529712,"Has Module"
43530480,43529712,"Has Module"
43530481,43529712,"Has Module"
43530482,43529712,"Has Module"
43530483,43529712,"Has Module"
43530484,43529712,"Has Module"
43530485,43529712,"Has Module"
43530486,43529712,"Has Module"
43530487,43529712,"Has Module"
43530488,43529712,"Has Module"
43530489,43529712,"Has Module"
43530491,43529712,"Has Module"
43530492,43529712,"Has Module"
43530493,43529712,"Has Module"
43530494,43529712,"Has Module"
43530495,43529712,"Has Module"
43530496,43529712,"Has Module"
43530497,43529712,"Has Module"
43530498,43529712,"Has Module"
43530499,43529712,"Has Module"
43530500,43529712,"Has Module"
43530501,43529712,"Has Module"
43530502,43529712,"Has Module"
43530503,43529712,"Has Module"
43530505,43529712,"Has Module"
43530506,43529712,"Has Module"
43530507,43529712,"Has Module"
43530508,43529712,"Has Module"
43530509,43529712,"Has Module"
43530510,43529712,"Has Module"
43530511,43529712,"Has Module"
43530512,43529712,"Has Module"
43530514,43529712,"Has Module"
43530515,43529712,"Has Module"
43530516,43529712,"Has Module"
43530517,43529712,"Has Module"
43530518,43529712,"Has Module"
43530519,43529712,"Has Module"
43530520,43529712,"Has Module"
43530521,43529712,"Has Module"
43530523,43529712,"Has Module"
43530524,43529712,"Has Module"
43530525,43529712,"Has Module"
43530526,43529712,"Has Module"
43530527,43529712,"Has Module"
43530528,43529712,"Has Module"
43530529,43529712,"Has Module"
43530530,43529712,"Has Module"
43530531,43529712,"Has Module"
43530532,43529712,"Has Module"
43530533,43529712,"Has Module"
43530536,43529712,"Has Module"
43530537,43529712,"Has Module"
43530538,43529712,"Has Module"
43530539,43529712,"Has Module"
43530540,43529712,"Has Module"
43530541,43529712,"Has Module"
43530542,43529712,"Has Module"
43530543,43529712,"Has Module"
43530544,43529712,"Has Module"
43530545,43529712,"Has Module"
43530546,43529712,"Has Module"
43530548,43529712,"Has Module"
43530550,43529712,"Has Module"
43530551,43529712,"Has Module"
43530552,43529712,"Has Module"
43530553,43529712,"Has Module"
43530554,43529712,"Has Module"
43530555,43529712,"Has Module"
43530556,43529712,"Has Module"
43530557,43528895,"Has Module"
43530558,43528895,"Has Module"
43530559,43528895,"Has Module"
43530562,43528895,"Has Module"
43530563,43528698,"Has Module"
43530583,43528895,"Has Module"
43530584,43528895,"Has Module"
43530585,43528895,"Has Module"
43530588,43528895,"Has Module"
43530589,43528895,"Has Module"
43530590,43528895,"Has Module"
43530591,43528895,"Has Module"
43530592,43528895,"Has Module"
43530593,43528895,"Has Module"
43530594,43528895,"Has Module"
43530595,43528895,"Has Module"
43530635,43529712,"Has Module"
43530639,43529712,"Has Module"
43530654,43529712,"Has Module"
43530673,43528698,"Has Module"
43530735,43529712,"Has Module"
43531138,43529712,"Has Module"
43531618,43529712,"Has Module"
44782686,43529712,"Has Module"
44782750,43528698,"Has Module"
44782776,43529712,"Has Module"
44783023,43528698,"Has Module"
44783401,43529712,"Has Module"
44784292,1585710,"Has Module"
44784441,43529712,"Has Module"
44802648,43529712,"Has Module"
44804507,43528698,"Has Module"
44804658,43528698,"Has Module"
44805490,43529712,"Has Module"
44809929,43528698,"Has Module"
44810288,43528698,"Has Module"
44811032,43529712,"Has Module"
45757369,43529712,"Has Module"
45757492,1585710,"Has Module"
45763739,43529712,"Has Module"
45763741,43529712,"Has Module"
45770633,43528698,"Has Module"
46235933,1586134,"Has Module"
46269913,43528698,"Has Module"
46269959,43529712,"Has Module"
46269972,43529712,"Has Module"
46269974,43529712,"Has Module"
46269986,43529712,"Has Module"
46269987,43529712,"Has Module"
46269999,43529712,"Has Module"
46270006,43528698,"Has Module"
46270007,43528698,"Has Module"
46270011,43529712,"Has Module"
46270091,43529712,"Has Module"
46270130,43528698,"Has Module"
46270135,43528698,"Has Module"
46270149,43529712,"Has Module"
46270150,43529712,"Has Module"
46270363,43529712,"Has Module"
46270375,43529712,"Has Module"
46270487,43529712,"Has Module"
46270560,43529712,"Has Module"
46270598,43529712,"Has Module"
46270600,43529712,"Has Module"
46270605,43529712,"Has Module"
46270610,43529712,"Has Module"
46270611,43529712,"Has Module"
46270612,43529712,"Has Module"
46270613,43529712,"Has Module"
46270614,43529712,"Has Module"
46270659,43529712,"Has Module"
46270748,43529712,"Has Module"
46273150,43528698,"Has Module"
46273375,43529712,"Has Module"
46273376,43529712,"Has Module"
46273393,43529712,"Has Module"
46273407,43529712,"Has Module"
46273408,43529712,"Has Module"
46273432,43529712,"Has Module"
46273433,43529712,"Has Module"
46273445,43529712,"Has Module"
46273482,43529712,"Has Module"
46273490,43528698,"Has Module"
46273496,43529712,"Has Module"
46273633,43529712,"Has Module"
46273665,43529712,"Has Module"
46273742,43529712,"Has Module"
46273804,43529712,"Has Module"
46274011,43529712,"Has Module"
46274019,43529712,"Has Module"
46274040,43529712,"Has Module"
